tripid,stationid,city,truckid,truck,date,wastetons
23556,48,Salvador,188,Scania,2019-03-09,38.86
23555,48,Salvador,188,Scania,2019-03-09,33.53
23554,81,Salvador,192,Scania,2019-03-09,34.70
23553,48,Salvador,189,Volvo,2019-03-09,33.76
23552,82,Salvador,213,Volvo,2019-03-09,41.06
23551,47,Salvador,170,Scania,2019-03-09,44.11
23550,71,Brasilia,133,Volvo,2019-03-09,34.34
23549,46,Brasilia,168,Scania,2019-03-09,35.51
23548,43,Brasilia,145,Volvo,2019-03-09,30.62
23547,71,Brasilia,130,Scania,2019-03-09,34.28
23546,40,Brasilia,135,Volvo,2019-03-09,40.06
23545,97,Brasilia,121,Volvo,2019-03-09,40.59
23544,46,Brasilia,161,Volvo,2019-03-09,32.00
23543,97,Brasilia,120,Scania,2019-03-09,35.10
23542,46,Brasilia,161,Volvo,2019-03-09,44.83
23541,46,Brasilia,169,Volvo,2019-03-09,30.94
23540,71,Brasilia,130,Scania,2019-03-09,38.30
23539,46,Brasilia,168,Scania,2019-03-09,32.94
23538,77,Brasilia,160,Scania,2019-03-09,33.12
23537,71,Brasilia,126,Scania,2019-03-09,33.02
23536,46,Brasilia,162,Scania,2019-03-09,31.69
23535,43,Brasilia,148,Scania,2019-03-09,35.25
23534,43,Brasilia,144,Scania,2019-03-09,36.79
23533,40,Brasilia,136,Scania,2019-03-09,37.45
23532,43,Brasilia,145,Volvo,2019-03-09,44.60
23531,77,Brasilia,157,Volvo,2019-03-09,39.86
23530,77,Brasilia,150,Scania,2019-03-09,39.27
23529,77,Brasilia,157,Volvo,2019-03-09,43.95
23528,77,Brasilia,160,Scania,2019-03-09,41.02
23527,40,Brasilia,135,Volvo,2019-03-09,35.46
23526,71,Brasilia,133,Volvo,2019-03-09,36.09
23525,43,Brasilia,143,Volvo,2019-03-09,31.77
23524,77,Brasilia,150,Scania,2019-03-09,32.63
23523,77,Brasilia,152,Scania,2019-03-09,30.90
23522,40,Brasilia,135,Volvo,2019-03-09,33.23
23521,97,Brasilia,115,Volvo,2019-03-09,39.98
23520,40,Brasilia,135,Volvo,2019-03-09,30.07
23519,71,Brasilia,130,Scania,2019-03-09,38.23
23518,97,Brasilia,122,Scania,2019-03-09,37.24
23517,43,Brasilia,145,Volvo,2019-03-09,31.49
23516,40,Brasilia,137,Volvo,2019-03-09,43.23
23515,77,Brasilia,152,Scania,2019-03-09,33.78
23514,46,Brasilia,168,Scania,2019-03-09,43.57
23513,97,Brasilia,120,Scania,2019-03-09,37.84
23512,97,Brasilia,115,Volvo,2019-03-09,43.20
23511,43,Brasilia,143,Volvo,2019-03-09,31.06
23510,46,Brasilia,169,Volvo,2019-03-09,43.42
23509,40,Brasilia,137,Volvo,2019-03-09,44.53
23508,71,Brasilia,125,Volvo,2019-03-09,44.95
23507,71,Brasilia,126,Scania,2019-03-09,35.25
23506,43,Brasilia,144,Scania,2019-03-09,36.80
23505,46,Brasilia,162,Scania,2019-03-09,38.98
23504,43,Brasilia,145,Volvo,2019-03-09,41.67
23503,71,Brasilia,130,Scania,2019-03-09,38.81
23502,97,Brasilia,115,Volvo,2019-03-09,30.18
23501,71,Brasilia,130,Scania,2019-03-09,35.87
23500,43,Brasilia,144,Scania,2019-03-09,34.21
23499,40,Brasilia,134,Scania,2019-03-09,43.00
23498,43,Brasilia,148,Scania,2019-03-09,43.11
23497,43,Brasilia,143,Volvo,2019-03-09,34.09
23496,46,Brasilia,161,Volvo,2019-03-09,39.50
23495,43,Brasilia,144,Scania,2019-03-09,32.98
23494,71,Brasilia,133,Volvo,2019-03-09,38.65
23493,40,Brasilia,136,Scania,2019-03-09,36.72
23492,97,Brasilia,121,Volvo,2019-03-09,38.99
23491,77,Brasilia,152,Scania,2019-03-09,35.93
23490,77,Brasilia,160,Scania,2019-03-09,36.68
23489,43,Brasilia,148,Scania,2019-03-09,34.31
23488,97,Brasilia,121,Volvo,2019-03-09,43.25
23487,46,Brasilia,161,Volvo,2019-03-09,35.70
23486,71,Brasilia,125,Volvo,2019-03-09,41.89
23485,71,Brasilia,125,Volvo,2019-03-09,32.37
23484,97,Brasilia,120,Scania,2019-03-09,31.87
23483,40,Brasilia,137,Volvo,2019-03-09,43.56
23482,97,Brasilia,120,Scania,2019-03-09,30.60
23481,46,Brasilia,161,Volvo,2019-03-09,41.92
23480,71,Brasilia,126,Scania,2019-03-09,40.33
23479,46,Brasilia,169,Volvo,2019-03-09,37.47
23478,43,Brasilia,148,Scania,2019-03-09,30.01
23477,40,Brasilia,134,Scania,2019-03-09,34.69
23476,46,Brasilia,162,Scania,2019-03-09,34.88
23778,84,Rio de Janeiro,261,Volvo,2019-03-09,34.21
23777,57,Rio de Janeiro,275,Volvo,2019-03-09,36.09
23776,57,Rio de Janeiro,272,Scania,2019-03-09,43.27
23775,44,Rio de Janeiro,297,Volvo,2019-03-09,42.97
23774,57,Rio de Janeiro,270,Scania,2019-03-09,34.20
23773,31,Rio de Janeiro,280,Scania,2019-03-09,34.35
23772,32,Rio de Janeiro,291,Volvo,2019-03-09,42.51
23771,84,Rio de Janeiro,261,Volvo,2019-03-09,44.27
23770,31,Rio de Janeiro,276,Scania,2019-03-09,33.63
23769,32,Rio de Janeiro,286,Scania,2019-03-09,41.80
23768,57,Rio de Janeiro,275,Volvo,2019-03-09,40.59
23767,84,Rio de Janeiro,266,Scania,2019-03-09,44.29
23766,86,Rio de Janeiro,252,Scania,2019-03-09,30.89
23765,44,Rio de Janeiro,301,Volvo,2019-03-09,33.82
23764,31,Rio de Janeiro,283,Volvo,2019-03-09,36.02
23763,86,Rio de Janeiro,251,Volvo,2019-03-09,38.02
23762,84,Rio de Janeiro,265,Volvo,2019-03-09,31.83
23761,86,Rio de Janeiro,257,Volvo,2019-03-09,40.23
23760,84,Rio de Janeiro,261,Volvo,2019-03-09,40.22
23759,86,Rio de Janeiro,255,Volvo,2019-03-09,38.09
23758,44,Rio de Janeiro,299,Volvo,2019-03-09,38.65
23757,32,Rio de Janeiro,291,Volvo,2019-03-09,41.53
23756,31,Rio de Janeiro,277,Volvo,2019-03-09,43.68
23755,57,Rio de Janeiro,275,Volvo,2019-03-09,41.57
23754,57,Rio de Janeiro,270,Scania,2019-03-09,32.44
23753,57,Rio de Janeiro,274,Scania,2019-03-09,42.28
23752,31,Rio de Janeiro,277,Volvo,2019-03-09,34.09
23751,31,Rio de Janeiro,277,Volvo,2019-03-09,30.89
23750,57,Rio de Janeiro,274,Scania,2019-03-09,34.58
23749,44,Rio de Janeiro,297,Volvo,2019-03-09,32.99
23748,32,Rio de Janeiro,291,Volvo,2019-03-09,42.29
23747,84,Rio de Janeiro,265,Volvo,2019-03-09,41.39
23746,31,Rio de Janeiro,276,Scania,2019-03-09,37.26
23745,32,Rio de Janeiro,288,Scania,2019-03-09,35.54
23744,84,Rio de Janeiro,265,Volvo,2019-03-09,39.91
23743,31,Rio de Janeiro,277,Volvo,2019-03-09,33.34
23742,86,Rio de Janeiro,251,Volvo,2019-03-09,44.02
23741,32,Rio de Janeiro,288,Scania,2019-03-09,44.43
23740,86,Rio de Janeiro,251,Volvo,2019-03-09,43.50
23739,44,Rio de Janeiro,298,Scania,2019-03-09,31.99
23738,32,Rio de Janeiro,288,Scania,2019-03-09,32.26
23737,32,Rio de Janeiro,291,Volvo,2019-03-09,37.37
23736,31,Rio de Janeiro,276,Scania,2019-03-09,35.16
23735,57,Rio de Janeiro,274,Scania,2019-03-09,42.73
23734,84,Rio de Janeiro,266,Scania,2019-03-09,30.49
23733,84,Rio de Janeiro,266,Scania,2019-03-09,37.13
23732,32,Rio de Janeiro,288,Scania,2019-03-09,30.78
23731,44,Rio de Janeiro,298,Scania,2019-03-09,30.72
23730,32,Rio de Janeiro,286,Scania,2019-03-09,42.87
23729,44,Rio de Janeiro,301,Volvo,2019-03-09,35.02
23728,31,Rio de Janeiro,277,Volvo,2019-03-09,35.79
23727,84,Rio de Janeiro,265,Volvo,2019-03-09,37.10
23726,44,Rio de Janeiro,297,Volvo,2019-03-09,37.35
23725,32,Rio de Janeiro,286,Scania,2019-03-09,31.43
23724,57,Rio de Janeiro,270,Scania,2019-03-09,41.91
23723,86,Rio de Janeiro,255,Volvo,2019-03-09,44.36
24026,57,Rio de Janeiro,270,Scania,2019-03-10,31.85
23884,48,Salvador,182,Scania,2019-03-10,39.01
24025,44,Rio de Janeiro,298,Scania,2019-03-10,41.14
24024,57,Rio de Janeiro,272,Scania,2019-03-10,32.70
24023,32,Rio de Janeiro,288,Scania,2019-03-10,38.59
24022,86,Rio de Janeiro,251,Volvo,2019-03-10,31.72
24021,57,Rio de Janeiro,274,Scania,2019-03-10,39.45
24020,44,Rio de Janeiro,298,Scania,2019-03-10,30.97
24019,32,Rio de Janeiro,291,Volvo,2019-03-10,34.79
24018,57,Rio de Janeiro,275,Volvo,2019-03-10,42.09
24017,44,Rio de Janeiro,301,Volvo,2019-03-10,35.78
24016,31,Rio de Janeiro,280,Scania,2019-03-10,41.45
24015,57,Rio de Janeiro,272,Scania,2019-03-10,40.57
24014,86,Rio de Janeiro,251,Volvo,2019-03-10,33.78
24013,44,Rio de Janeiro,298,Scania,2019-03-10,36.45
24012,84,Rio de Janeiro,265,Volvo,2019-03-10,39.18
24011,31,Rio de Janeiro,280,Scania,2019-03-10,35.61
24010,57,Rio de Janeiro,274,Scania,2019-03-10,43.68
24009,31,Rio de Janeiro,280,Scania,2019-03-10,31.55
24008,86,Rio de Janeiro,255,Volvo,2019-03-10,34.42
24007,57,Rio de Janeiro,272,Scania,2019-03-10,41.36
24006,21,Sao Paulo,240,Scania,2019-03-10,30.66
24005,83,Sao Paulo,217,Volvo,2019-03-10,38.67
24004,19,Sao Paulo,238,Scania,2019-03-10,39.85
24003,19,Sao Paulo,238,Scania,2019-03-10,39.08
24002,19,Sao Paulo,232,Scania,2019-03-10,34.46
24001,83,Sao Paulo,229,Volvo,2019-03-10,31.87
24000,83,Sao Paulo,229,Volvo,2019-03-10,41.86
23999,21,Sao Paulo,246,Scania,2019-03-10,43.89
23998,83,Sao Paulo,217,Volvo,2019-03-10,30.99
23997,21,Sao Paulo,240,Scania,2019-03-10,36.85
23996,19,Sao Paulo,233,Volvo,2019-03-10,43.93
23995,19,Sao Paulo,238,Scania,2019-03-10,44.70
23994,83,Sao Paulo,229,Volvo,2019-03-10,35.06
23993,83,Sao Paulo,229,Volvo,2019-03-10,35.02
23992,19,Sao Paulo,232,Scania,2019-03-10,40.36
23991,21,Sao Paulo,240,Scania,2019-03-10,38.53
23990,19,Sao Paulo,232,Scania,2019-03-10,43.36
23989,83,Sao Paulo,229,Volvo,2019-03-10,37.46
23988,19,Sao Paulo,238,Scania,2019-03-10,30.65
23987,83,Sao Paulo,217,Volvo,2019-03-10,35.22
23986,19,Sao Paulo,232,Scania,2019-03-10,44.01
23985,21,Sao Paulo,244,Scania,2019-03-10,38.35
23984,83,Sao Paulo,229,Volvo,2019-03-10,39.83
23983,21,Sao Paulo,240,Scania,2019-03-10,32.26
23982,19,Sao Paulo,230,Scania,2019-03-10,35.98
23981,83,Sao Paulo,229,Volvo,2019-03-10,40.86
23980,21,Sao Paulo,246,Scania,2019-03-10,32.79
23979,21,Sao Paulo,245,Volvo,2019-03-10,33.28
23978,83,Sao Paulo,217,Volvo,2019-03-10,34.06
23977,83,Sao Paulo,229,Volvo,2019-03-10,37.78
23976,19,Sao Paulo,233,Volvo,2019-03-10,43.90
23975,19,Sao Paulo,232,Scania,2019-03-10,35.11
23974,19,Sao Paulo,230,Scania,2019-03-10,42.23
23973,21,Sao Paulo,244,Scania,2019-03-10,33.26
23972,21,Sao Paulo,246,Scania,2019-03-10,34.37
23971,83,Sao Paulo,217,Volvo,2019-03-10,40.18
23970,21,Sao Paulo,245,Volvo,2019-03-10,44.85
23969,83,Sao Paulo,217,Volvo,2019-03-10,34.01
23968,83,Sao Paulo,229,Volvo,2019-03-10,34.77
23967,19,Sao Paulo,233,Volvo,2019-03-10,38.11
23966,21,Sao Paulo,240,Scania,2019-03-10,30.67
23965,19,Sao Paulo,232,Scania,2019-03-10,41.10
23964,19,Sao Paulo,232,Scania,2019-03-10,36.65
23963,19,Sao Paulo,238,Scania,2019-03-10,43.58
23962,19,Sao Paulo,238,Scania,2019-03-10,40.35
23961,21,Sao Paulo,240,Scania,2019-03-10,34.49
23960,21,Sao Paulo,240,Scania,2019-03-10,39.24
23959,19,Sao Paulo,230,Scania,2019-03-10,36.88
23958,83,Sao Paulo,217,Volvo,2019-03-10,42.76
23957,21,Sao Paulo,240,Scania,2019-03-10,32.57
23956,21,Sao Paulo,240,Scania,2019-03-10,37.01
23955,19,Sao Paulo,230,Scania,2019-03-10,38.80
23954,19,Sao Paulo,238,Scania,2019-03-10,42.23
23953,83,Sao Paulo,229,Volvo,2019-03-10,34.34
23952,21,Sao Paulo,240,Scania,2019-03-10,42.78
23951,83,Sao Paulo,229,Volvo,2019-03-10,39.84
23950,19,Sao Paulo,233,Volvo,2019-03-10,41.86
23949,21,Sao Paulo,245,Volvo,2019-03-10,30.11
23948,19,Sao Paulo,233,Volvo,2019-03-10,32.79
23947,83,Sao Paulo,229,Volvo,2019-03-10,32.98
23946,21,Sao Paulo,240,Scania,2019-03-10,44.76
23945,19,Sao Paulo,230,Scania,2019-03-10,30.92
23944,83,Sao Paulo,217,Volvo,2019-03-10,30.15
23943,21,Sao Paulo,245,Volvo,2019-03-10,42.91
23942,21,Sao Paulo,245,Volvo,2019-03-10,38.01
23941,83,Sao Paulo,217,Volvo,2019-03-10,31.34
23940,19,Sao Paulo,232,Scania,2019-03-10,38.55
23939,19,Sao Paulo,232,Scania,2019-03-10,32.94
23938,21,Sao Paulo,246,Scania,2019-03-10,41.80
23937,21,Sao Paulo,246,Scania,2019-03-10,41.22
23936,83,Sao Paulo,217,Volvo,2019-03-10,44.66
23935,21,Sao Paulo,240,Scania,2019-03-10,37.89
23934,83,Sao Paulo,229,Volvo,2019-03-10,40.35
23933,19,Sao Paulo,238,Scania,2019-03-10,30.42
23932,83,Sao Paulo,229,Volvo,2019-03-10,43.49
23931,21,Sao Paulo,246,Scania,2019-03-10,33.39
23930,82,Salvador,213,Volvo,2019-03-10,37.47
23929,47,Salvador,170,Scania,2019-03-10,34.71
23928,48,Salvador,182,Scania,2019-03-10,30.92
23927,81,Salvador,194,Scania,2019-03-10,39.97
23926,81,Salvador,198,Scania,2019-03-10,34.51
23925,48,Salvador,182,Scania,2019-03-10,41.88
23924,47,Salvador,178,Scania,2019-03-10,39.96
23923,82,Salvador,213,Volvo,2019-03-10,41.33
23922,48,Salvador,182,Scania,2019-03-10,39.82
23921,48,Salvador,184,Scania,2019-03-10,33.85
23920,48,Salvador,188,Scania,2019-03-10,42.06
23919,81,Salvador,192,Scania,2019-03-10,32.28
23918,48,Salvador,189,Volvo,2019-03-10,42.61
23917,48,Salvador,182,Scania,2019-03-10,31.83
23916,47,Salvador,178,Scania,2019-03-10,31.86
23915,81,Salvador,191,Volvo,2019-03-10,40.13
23914,47,Salvador,179,Volvo,2019-03-10,33.69
23913,47,Salvador,170,Scania,2019-03-10,36.65
23912,47,Salvador,170,Scania,2019-03-10,41.33
23911,82,Salvador,211,Volvo,2019-03-10,44.20
23910,81,Salvador,194,Scania,2019-03-10,34.04
23909,48,Salvador,182,Scania,2019-03-10,38.11
23908,81,Salvador,194,Scania,2019-03-10,33.78
23907,81,Salvador,192,Scania,2019-03-10,37.84
23906,47,Salvador,178,Scania,2019-03-10,43.45
23905,81,Salvador,191,Volvo,2019-03-10,32.76
23904,82,Salvador,213,Volvo,2019-03-10,38.02
23903,47,Salvador,179,Volvo,2019-03-10,33.67
23902,48,Salvador,182,Scania,2019-03-10,37.95
23901,82,Salvador,213,Volvo,2019-03-10,33.78
23900,82,Salvador,211,Volvo,2019-03-10,37.03
23899,81,Salvador,191,Volvo,2019-03-10,36.29
23898,47,Salvador,179,Volvo,2019-03-10,32.47
23897,82,Salvador,213,Volvo,2019-03-10,34.96
23896,81,Salvador,192,Scania,2019-03-10,42.16
23895,82,Salvador,213,Volvo,2019-03-10,30.50
23894,47,Salvador,178,Scania,2019-03-10,35.10
23893,82,Salvador,213,Volvo,2019-03-10,36.58
23892,47,Salvador,179,Volvo,2019-03-10,35.26
23891,48,Salvador,182,Scania,2019-03-10,31.61
23890,82,Salvador,211,Volvo,2019-03-10,44.23
23889,47,Salvador,178,Scania,2019-03-10,32.19
23888,47,Salvador,170,Scania,2019-03-10,39.73
23887,81,Salvador,194,Scania,2019-03-10,33.33
23886,48,Salvador,182,Scania,2019-03-10,38.86
23885,48,Salvador,189,Volvo,2019-03-10,36.94
23883,81,Salvador,194,Scania,2019-03-10,44.41
23882,81,Salvador,198,Scania,2019-03-10,39.05
23881,81,Salvador,194,Scania,2019-03-10,37.59
23880,47,Salvador,179,Volvo,2019-03-10,31.75
23879,47,Salvador,178,Scania,2019-03-10,40.94
23878,48,Salvador,188,Scania,2019-03-10,33.91
23877,82,Salvador,211,Volvo,2019-03-10,34.53
23876,47,Salvador,179,Volvo,2019-03-10,30.76
23875,47,Salvador,179,Volvo,2019-03-10,34.05
23874,47,Salvador,179,Volvo,2019-03-10,40.98
23873,48,Salvador,184,Scania,2019-03-10,33.64
23872,81,Salvador,198,Scania,2019-03-10,33.37
23871,48,Salvador,188,Scania,2019-03-10,32.31
23870,82,Salvador,213,Volvo,2019-03-10,44.87
23869,48,Salvador,189,Volvo,2019-03-10,36.63
23868,48,Salvador,182,Scania,2019-03-10,33.10
23867,47,Salvador,179,Volvo,2019-03-10,37.55
23866,47,Salvador,170,Scania,2019-03-10,36.81
23865,47,Salvador,179,Volvo,2019-03-10,35.78
23864,48,Salvador,182,Scania,2019-03-10,38.38
23863,48,Salvador,189,Volvo,2019-03-10,36.99
23862,47,Salvador,178,Scania,2019-03-10,37.63
23861,82,Salvador,213,Volvo,2019-03-10,32.38
23860,48,Salvador,188,Scania,2019-03-10,38.10
23859,47,Salvador,178,Scania,2019-03-10,40.21
23858,81,Salvador,192,Scania,2019-03-10,31.09
23857,47,Salvador,179,Volvo,2019-03-10,31.35
23856,47,Salvador,170,Scania,2019-03-10,34.92
23855,81,Salvador,194,Scania,2019-03-10,33.63
23854,43,Brasilia,144,Scania,2019-03-10,36.16
23853,97,Brasilia,115,Volvo,2019-03-10,33.81
23852,77,Brasilia,157,Volvo,2019-03-10,36.39
23851,43,Brasilia,143,Volvo,2019-03-10,34.07
23850,43,Brasilia,143,Volvo,2019-03-10,40.77
23849,97,Brasilia,121,Volvo,2019-03-10,32.92
23848,43,Brasilia,144,Scania,2019-03-10,38.53
23847,43,Brasilia,144,Scania,2019-03-10,30.53
23846,46,Brasilia,162,Scania,2019-03-10,37.31
23845,40,Brasilia,134,Scania,2019-03-10,35.65
23844,40,Brasilia,136,Scania,2019-03-10,38.70
23843,71,Brasilia,133,Volvo,2019-03-10,44.53
23842,71,Brasilia,133,Volvo,2019-03-10,37.68
23841,46,Brasilia,169,Volvo,2019-03-10,37.12
23840,97,Brasilia,115,Volvo,2019-03-10,31.69
23839,77,Brasilia,157,Volvo,2019-03-10,36.80
23838,77,Brasilia,160,Scania,2019-03-10,35.56
23837,46,Brasilia,168,Scania,2019-03-10,44.22
23836,43,Brasilia,144,Scania,2019-03-10,30.55
23835,46,Brasilia,162,Scania,2019-03-10,41.78
23834,77,Brasilia,150,Scania,2019-03-10,35.80
23833,71,Brasilia,130,Scania,2019-03-10,44.18
23832,40,Brasilia,136,Scania,2019-03-10,37.45
23831,77,Brasilia,152,Scania,2019-03-10,43.68
23830,97,Brasilia,120,Scania,2019-03-10,30.17
23829,71,Brasilia,126,Scania,2019-03-10,34.86
23828,71,Brasilia,133,Volvo,2019-03-10,30.55
23827,46,Brasilia,161,Volvo,2019-03-10,31.10
23826,97,Brasilia,121,Volvo,2019-03-10,38.86
23825,97,Brasilia,115,Volvo,2019-03-10,39.82
23824,97,Brasilia,121,Volvo,2019-03-10,32.19
23823,40,Brasilia,136,Scania,2019-03-10,38.13
23822,71,Brasilia,130,Scania,2019-03-10,31.10
23821,40,Brasilia,136,Scania,2019-03-10,39.97
23820,71,Brasilia,133,Volvo,2019-03-10,35.69
23819,43,Brasilia,144,Scania,2019-03-10,35.46
23818,77,Brasilia,150,Scania,2019-03-10,37.23
23817,71,Brasilia,133,Volvo,2019-03-10,39.32
23816,71,Brasilia,133,Volvo,2019-03-10,31.85
23815,71,Brasilia,126,Scania,2019-03-10,36.35
23814,46,Brasilia,169,Volvo,2019-03-10,40.10
23813,97,Brasilia,115,Volvo,2019-03-10,37.15
23812,43,Brasilia,143,Volvo,2019-03-10,41.06
23811,43,Brasilia,144,Scania,2019-03-10,38.51
23810,71,Brasilia,126,Scania,2019-03-10,36.17
23809,71,Brasilia,125,Volvo,2019-03-10,30.63
23808,71,Brasilia,130,Scania,2019-03-10,30.06
23807,43,Brasilia,144,Scania,2019-03-10,30.56
23806,43,Brasilia,143,Volvo,2019-03-10,43.96
23805,71,Brasilia,126,Scania,2019-03-10,41.85
23804,46,Brasilia,168,Scania,2019-03-10,36.15
23803,97,Brasilia,121,Volvo,2019-03-10,34.78
23802,97,Brasilia,120,Scania,2019-03-10,40.13
23801,40,Brasilia,134,Scania,2019-03-10,44.18
23800,46,Brasilia,161,Volvo,2019-03-10,39.43
23799,71,Brasilia,133,Volvo,2019-03-10,35.10
23798,97,Brasilia,120,Scania,2019-03-10,41.57
23797,71,Brasilia,126,Scania,2019-03-10,35.66
23796,71,Brasilia,130,Scania,2019-03-10,41.81
23795,71,Brasilia,126,Scania,2019-03-10,44.38
23794,40,Brasilia,136,Scania,2019-03-10,41.18
23793,40,Brasilia,136,Scania,2019-03-10,36.19
23792,46,Brasilia,162,Scania,2019-03-10,31.16
23791,46,Brasilia,162,Scania,2019-03-10,36.83
23790,40,Brasilia,134,Scania,2019-03-10,44.56
23789,40,Brasilia,134,Scania,2019-03-10,40.02
23788,40,Brasilia,135,Volvo,2019-03-10,36.12
23787,71,Brasilia,125,Volvo,2019-03-10,37.39
23786,97,Brasilia,121,Volvo,2019-03-10,35.28
23785,40,Brasilia,134,Scania,2019-03-10,44.67
23784,97,Brasilia,122,Scania,2019-03-10,37.07
23783,71,Brasilia,133,Volvo,2019-03-10,43.28
23782,46,Brasilia,169,Volvo,2019-03-10,37.82
23781,46,Brasilia,169,Volvo,2019-03-10,37.82
23780,71,Brasilia,133,Volvo,2019-03-10,40.62
23779,43,Brasilia,148,Scania,2019-03-10,35.06
24082,31,Rio de Janeiro,276,Scania,2019-03-10,42.48
24081,86,Rio de Janeiro,252,Scania,2019-03-10,37.03
24080,44,Rio de Janeiro,301,Volvo,2019-03-10,34.68
24079,57,Rio de Janeiro,272,Scania,2019-03-10,40.97
24078,86,Rio de Janeiro,252,Scania,2019-03-10,38.48
24077,86,Rio de Janeiro,251,Volvo,2019-03-10,38.15
24076,32,Rio de Janeiro,288,Scania,2019-03-10,40.58
24075,31,Rio de Janeiro,283,Volvo,2019-03-10,44.44
24074,44,Rio de Janeiro,298,Scania,2019-03-10,32.78
24073,32,Rio de Janeiro,286,Scania,2019-03-10,35.57
24072,44,Rio de Janeiro,298,Scania,2019-03-10,33.91
24071,31,Rio de Janeiro,277,Volvo,2019-03-10,31.94
24070,31,Rio de Janeiro,276,Scania,2019-03-10,44.13
24069,44,Rio de Janeiro,298,Scania,2019-03-10,43.81
24068,84,Rio de Janeiro,266,Scania,2019-03-10,44.73
24067,57,Rio de Janeiro,275,Volvo,2019-03-10,38.93
24066,32,Rio de Janeiro,290,Scania,2019-03-10,31.31
24065,86,Rio de Janeiro,252,Scania,2019-03-10,39.83
24064,57,Rio de Janeiro,270,Scania,2019-03-10,30.48
24063,86,Rio de Janeiro,255,Volvo,2019-03-10,33.17
24062,31,Rio de Janeiro,276,Scania,2019-03-10,37.10
24061,86,Rio de Janeiro,252,Scania,2019-03-10,40.33
24060,57,Rio de Janeiro,275,Volvo,2019-03-10,33.45
24059,31,Rio de Janeiro,277,Volvo,2019-03-10,33.31
24058,44,Rio de Janeiro,298,Scania,2019-03-10,35.90
24057,84,Rio de Janeiro,262,Scania,2019-03-10,39.80
24056,31,Rio de Janeiro,276,Scania,2019-03-10,36.08
24055,86,Rio de Janeiro,257,Volvo,2019-03-10,31.03
24054,57,Rio de Janeiro,274,Scania,2019-03-10,39.76
24053,44,Rio de Janeiro,301,Volvo,2019-03-10,40.66
24052,31,Rio de Janeiro,280,Scania,2019-03-10,37.54
24051,86,Rio de Janeiro,255,Volvo,2019-03-10,35.89
24050,57,Rio de Janeiro,272,Scania,2019-03-10,39.56
24049,84,Rio de Janeiro,265,Volvo,2019-03-10,33.81
24048,57,Rio de Janeiro,272,Scania,2019-03-10,42.17
24047,32,Rio de Janeiro,288,Scania,2019-03-10,32.18
24046,84,Rio de Janeiro,261,Volvo,2019-03-10,35.77
24045,86,Rio de Janeiro,252,Scania,2019-03-10,40.67
24044,84,Rio de Janeiro,261,Volvo,2019-03-10,38.42
24043,31,Rio de Janeiro,280,Scania,2019-03-10,44.90
24042,32,Rio de Janeiro,288,Scania,2019-03-10,33.50
24041,86,Rio de Janeiro,251,Volvo,2019-03-10,31.23
24040,31,Rio de Janeiro,276,Scania,2019-03-10,41.79
24039,31,Rio de Janeiro,276,Scania,2019-03-10,37.23
24038,86,Rio de Janeiro,257,Volvo,2019-03-10,32.89
24037,32,Rio de Janeiro,290,Scania,2019-03-10,41.78
24036,86,Rio de Janeiro,257,Volvo,2019-03-10,32.37
24035,44,Rio de Janeiro,297,Volvo,2019-03-10,37.68
24034,44,Rio de Janeiro,298,Scania,2019-03-10,32.12
24033,32,Rio de Janeiro,286,Scania,2019-03-10,39.64
24032,57,Rio de Janeiro,274,Scania,2019-03-10,40.13
24031,32,Rio de Janeiro,288,Scania,2019-03-10,30.50
24030,57,Rio de Janeiro,272,Scania,2019-03-10,36.34
24029,57,Rio de Janeiro,272,Scania,2019-03-10,35.72
24028,31,Rio de Janeiro,283,Volvo,2019-03-10,31.40
24027,84,Rio de Janeiro,262,Scania,2019-03-10,41.39
24330,31,Rio de Janeiro,276,Scania,2019-03-11,40.63
24294,83,Sao Paulo,217,Volvo,2019-03-11,41.30
24329,44,Rio de Janeiro,301,Volvo,2019-03-11,44.95
24328,86,Rio de Janeiro,257,Volvo,2019-03-11,44.55
24327,84,Rio de Janeiro,261,Volvo,2019-03-11,38.57
24326,57,Rio de Janeiro,274,Scania,2019-03-11,33.03
24325,57,Rio de Janeiro,275,Volvo,2019-03-11,31.31
24324,86,Rio de Janeiro,257,Volvo,2019-03-11,40.99
24323,32,Rio de Janeiro,290,Scania,2019-03-11,44.83
24322,32,Rio de Janeiro,290,Scania,2019-03-11,42.13
24321,86,Rio de Janeiro,255,Volvo,2019-03-11,33.94
24320,86,Rio de Janeiro,255,Volvo,2019-03-11,34.81
24319,57,Rio de Janeiro,275,Volvo,2019-03-11,32.48
24318,44,Rio de Janeiro,297,Volvo,2019-03-11,40.94
24317,32,Rio de Janeiro,291,Volvo,2019-03-11,43.86
24316,31,Rio de Janeiro,277,Volvo,2019-03-11,43.04
24315,44,Rio de Janeiro,297,Volvo,2019-03-11,42.85
24314,32,Rio de Janeiro,286,Scania,2019-03-11,40.03
24313,57,Rio de Janeiro,272,Scania,2019-03-11,36.15
24312,84,Rio de Janeiro,265,Volvo,2019-03-11,34.50
24311,57,Rio de Janeiro,270,Scania,2019-03-11,41.28
24310,19,Sao Paulo,233,Volvo,2019-03-11,40.21
24309,21,Sao Paulo,244,Scania,2019-03-11,44.44
24308,83,Sao Paulo,217,Volvo,2019-03-11,31.31
24307,83,Sao Paulo,229,Volvo,2019-03-11,32.12
